Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Inghetata Ursul Polar Betty Ice,156,2.5,3.3,29.1,0.3,1 inghetata = 60g
Inghetata vafa cacao Ballino Lidl,151,1.7,6.7,21,0,1 bucata = 55 g
Inghetata vafa cacao Joe,224,4.7,9,31.1,0,
Inghetata vafa cu aroma de frisca Arlechino,184,3.5,8,24.5,0,1 vafa = 45 g
Inghetata vafa de vanilie cu capsuni Joe,184,4.2,5.4,30.6,0,
Inghetata vafa Napoca,142,4,6,18,0,1 buc = 40 g
Inghetata vafa vanilie Amicii,165.8,2.4,7,23.3,0,1 vafa = 55 g
Inghetata vafa vanilie Betty Ice,118,2.6,3,20.1,0,1 buc = 55 g
Inghetata vanilie Armony Betty Ice,150,2.5,6,21.5,0,
Inghetata vanilie Big Milk Algida,136,3.4,4.6,20.3,0,
Inghetata vanilie cu caramel KFC,238.8,2.8,30.5,11.8,0,1 buc = 100 g
Inghetata vanilie cu glazura ciocolata Clasic  Magnum Algida,300,3.5,19,29,0,1 buc = 86 g
Inghetata vanilie cu glazura de ciocolata Choco Sticks K-Classic,302,2.6,22.5,21.8,0.9,1 buc = 60 g
Inghetata vanilie cu sirop de cacao si biscuiti Aloma,219,4.1,6.5,31.4,1.4,
Inghetata vanilie cu toping de cacao Top Gel,166,2.4,5.8,26.1,0,1 pahar = 80 g
Inghetata vanilie Haagen-Dazs,225,3.8,15.2,18.1,0,
Inghetata vanilie la cornet Mini Cono Eistar,401,4.1,24.5,41,0,1 buc = 20 g
Inghetata vanilie Minuto Betty Ice,123,2.4,3,21.3,0,1 buc = 285 g
Inghetata vanilie Sahara Top Gel,173.8,2.3,8,23.2,0,1 cutie = 400 g
Inghetata vanilie si capsuni Big Milk Algida ,140,2,4.5,22,0,1 buc = 79 g
Inghetata vanilie si ciocolata Viennetta Algida ,260,3.5,16,24,0,
Inghetata vanilie Topgun,278,3.8,13.3,35.8,0,1 cornet = 105 g
Inghetata vanilie Viennetta Algida,250,3,16,25,0,1 cutie = 320 g
Inghetata vegetala Valsoia,177,1.9,5.1,30.8,0.1,
Inghetata Waves Of Pleasure Nirvana,315,3.6,15,39.7,2.6,1 mini con = 38 g
Jeleuri acrisoare de fructe Ufo Plus,333,6.4,0.1,75,0,
Jeleuri cu aroma de mure si zmeura Silvana,350,2.5,0,85,0,1 punga = 70g
Jeleuri cu gust de cola Mega Image Delhaize,332,5.4,0,77.5,0.2,
Jeleuri fructe Haribo,340,7,0,79,0,
Jeleuri Jelli Fruit,333,0.1,0.1,83,0,1 cutie = 250 g
Jeleuri Juicy Fruits Sugar land,334,5.1,0.2,77,0.2,1 punga = 300 g
Jeleuri saure apfel Sugarland,336,4.8,0,77.6,0.2,
Kinder Bueno white,571,8.8,35.9,52.6,1,"1 baton = 19,5 g"
Macaroane cu nuca,221.5,5.1,8.3,32.7,0.6,1 portie = 250 g
Madeleines cu ciocolata Primo,457,6.7,24.6,52.3,0,1 buc = 27 g
Magiun de prune Olympia,144,0.5,0,35,27,1 borcan = 330 g
Magiun de prune Topoloveni,214,1.4,0.1,54.6,28,1 borcan = 350 g
Marmelada de coacaze Alipende,196,0.5,0,48,1.2,
Martipan Katy ,432,4.2,17.1,68.2,0,1 buc = 60 g
Melc scortisoara cu nuci pecan si caramel Pecanbo Cinnabon,494,2.7,25.3,63.8,21,1 buc mare = 220 g
Mentosane Winterfresh Mints sugarfree Orbit,245,0,1,98.2,0,1 mint = 1.75 g
Miere de Manuka,322,0.4,0.1,80,0.1,1 lingurita = 10 g
Migdale in ciocolata K-Classic,567,8.5,38,51,7.8,1 migdala = 7 g
Mini ciocolata dark 52% cacao Lindt,545,4.8,36,49,0,"1 patratel = 2,5 g"
Mini napolitane cu crema de vanilie Tecsa,443,3.2,19.6,72,0,
Miniprajitura cu crema cu lapte Tortina,336,4.8,11.2,64,0,1 bucata = 25 g
Mints fara zahar cu fructe de padure si menta Orbit Professional ,243,0,1,95,0,1 mint = 1 g
Mos din ciocolata umplut cu bonibon Friedel,498,5.7,25.9,60.4,0,
Mouse de ciocolata neagra Lidl,588,5.1,40.8,42.5,0,1 baton = 14.5 g
Mousse neindulcit de mere si mango Bauck Hof,60,0.3,0.2,14.2,0,1 borcan = 360 g
Napolitana Big white Joe,558,7.2,34.5,54.4,0.5,1 bucata = 39 g
Napolitana cocos Roger Lidl,533,6.2,30,60,0,1 napolitana = 40 g
Napolitana cu caramel Tofinek,450,4,17,70,0,
Napolitana cu crema de alune Sly,458.6,5.9,26,49.6,1.3,1 buc = 20 g
Napolitana cu crema de lamaie Wawel,496,10.2,30.5,49,0,
Napolitana cu fructoza Ela,572,12,39,44,0,1pachet = 40 g
Napolitana cu lapte Milch Haselnuss Schnitte,538,7.1,3.7,51.1,0.1,1 bucata = 25 g
Napolitana fara zahar cu gust de vanilie Sly,461.9,4.4,26.8,61.8,0.8,20 g
Napolitana Happy Keles,467,3.7,21.5,64.8,0,1 cutie = 375 g
Napolitana in ciocolata Dido Ulker,541,7.9,28.8,62.7,2.1,1 buc = 38 g
Napolitana Knoppers,548,9.8,33.4,50.4,0,1 bucata = 25 g
Napolitane cacao cu fructoza Ela,569,7,39,46,5,
Napolitane caramel Weight Watchers,427,5.7,20.2,64.7,1.9,"1 napolitana = 18,4 g"
Napolitane ciocolata Aro,519,3.4,25.1,68.5,2,
Napolitane ciocolata Lidl,545,7.1,49.8,34.5,0,1 buc = 25 g
Napolitane crocante cu crema de cacao Naty,524,6,28,62,0,
Napolitane cu 75% crema de cacao Sonday,505,6.2,25.5,61.6,0,1 buc = 8 g
Napolitane cu aroma de lamaie Zi Buna Joe,485,3.4,23,66,1.1,
Napolitane cu cacao fara zahar Gullon,436,4.3,22.8,67.5,3.3,1 pachet = 70 g
Napolitane cu cacao si cirese myMotto Cocoa Cherry,529.6,6.3,31.5,54,0,
Napolitane cu cacao Wewel,456,11,29,52,0,1 pachet = 70 g
Napolitane cu crema de cacao Dolce Momento,507,5.4,23.1,68.8,0,1 pachet = 50 g
Napolitane cu crema de cacao Katy,518,7,27,60,3.3,
Napolitane cu crema de cacao si glazura de cacao Naty,529,5,30,61,2.5,1 punga = 300 g
Napolitane cu crema de cafea si frisca Alfers,507,5.7,24.6,65.7,0,1 punga = 180 g
Napolitane cu crema de lamaie Alka,530,16.9,29.1,50,2.6,1 punga = 250 g
Napolitane cu crema de lamaie fara zahar Bon Life,393,5,25,34,0,1 buc = 40 g
Napolitane cu crema de lapte acoperite cu ciocolata Nesquik Nestle,481,4.6,23.3,63.6,0,1 buc = 35 g
Napolitane cu crema de lapte si cafea Bucuria,500,6.9,24.7,62.8,0,1 pachet = 1600 g
Napolitane cu fructoza Ela,561,8,36,51,2,1 buc = 20 g
"Napolitane cu lapte, alune si ciocolata Knoppers",528,8,32,52,0,1 bucata = 25 g
Napolitane dietetice cacao si vanilie Schneekoppe,495,5.4,30,60,0.7,1 pachet 100 g
Napolitane fara gluten Schar,528,5,25.7,67.5,0,
Napolitane invelite in ciocolata Joe,490,5.5,24,64,2,
Napolitane Manner,485,5.6,21.6,65.3,0,
Napolitane Naty Rolls Star Foods,121,5,20,10,2.5,1 punga =100 g
Napolitane vanilie Proxi,518,3.5,25.1,68.5,0,
Nougat cu migdale Eridanous ,239,3,6,43,0,1 buc = 60 g
Nuci umplute cu crema cacao Natural Vit,403.9,4.2,16.8,56.2,0,1 buc = 20 g
Nuga cu arahide si cacao Enola,439,6.3,9.6,81.8,0,1 buc = 160 g
Nuga rotunda cu migdale si miere Sol&Mar Lidl,550,13,36,40,0,1 buc = 200 g
Orez cu lapte Desira Milchreis,113,2.8,2,21,0,1 pahar = 200 g
Orez desert cu caise Dr. Oetker,123,3.4,2.9,20.8,0,
Ou de ciocolata Kinder Surprise,564,9,35.3,52.5,0,1 ou = 20 g
Painisoare cu lapte degresat K-Classic,338,8.9,9.2,54,1.9,1 buc = 40 g
Papanasi cu branza fierti,148.5,8.4,4.6,17.9,0,
Pasca cu branza si stafide Boromir,380,7.3,15,55,0,
Paula budinca cu gris si pete de budinca de ciocolata,116,3.5,4.1,16,0,1 pahar = 125 g
Pernute cu crema de cacao si ciocolata Olla Crunch,484,5,42,69,4,1 punga =100 g
Pernute cu crema de vanilie Viva,469,7,19,66,3,1 punga = 100 g
Piscoturi Aro,363,8,3,76,0,1 punga = 400 g
Piscoturi copii Lidl,390,10.5,4.7,75.2,1.7,
Piscoturi Duc De Coeur Lidl,349,7,3.4,72,1.2,1 cutie = 300 g
Piure de castane Raureni,176,2.9,0.2,41.5,1.5,1 borcan = 350 g
Placinta cu branza dulce si stafide Dobrogea,214,7.8,7.6,27,0,1 folie congelata = 500 g
Placinta cu mere,186,3.5,6,30,3,
Placinta rulata cu branza 365,312,6.2,20.2,26.3,2,
Praf budinca vanilie Darling,373,1.6,0,89.3,0,
Praf de budinca cu gust de ciocolata Perfect Silhouette,313.4,15.7,17.3,7.7,36.7,1 plic = 25 g
Praf de inghetata Sly Diet,419.6,3.8,18.4,53.8,13.9,1plic = 23 g
Prajitura Bar Cocoa 7 Days,442,4,22,56,0,1 bucata = 30 g
Prajitura cake choc Milka,420,54.5,21,11,1.4,1 prajitura = 35 g
Prajitura casei cu crema moccacino Alka,365,6.9,11.6,58.3,1,1 prajitura = 60 g
Prajitura casei cu vanilie si fulgi de ciocolata Alka,427,4.4,23.1,49,1,1 prajitura = 35 g
Prajitura casei cu vanilie si gem de caise Alka,401.8,4.2,19,52.1,0,
Prajitura cu alune Magura Kandia Dulce,440,4.5,21.1,52.1,0.8,
Prajitura cu caise Dolcetto,325,4.4,9.6,53.8,0,1 buc = 25 g
Prajitura cu ciocolata Chocotorta Balconi SpA,402,4.8,19.9,49.9,1.9,1 cutie = 500 g
Prajitura cu crema de cacao Carrefour,405,3.5,11.4,71,0,1 buc = 35 g
Prajitura cu crema de ciocolata Barni,390,5.9,15.5,58.5,5.1,
Prajitura cu gem de visine si cacao 365,437,3.3,24.1,48.6,0,
Prajitura cu lapte Magura Kandia Dulce,500,3.8,24,63,0,1 buc = 38 g
Prajitura cu visine facuta in casa,196,4.4,4.3,17.9,1,
Prajitura Fiesta Orange Ferrero,423,4.1,19.6,52.7,0,1 prajitura = 40 g
Prajitura glazurata cappuccino Magura Kandia Dulce,500,3.4,23.9,63.3,0,1 buc = 38 g
Prajitura keto de Pasti cu cocos,273.8,5.5,26.1,5,2.2,
Prajitura Kinder Delice,463,5.6,29,43.5,2.8,1 buc = 42 g
Prajitura Kinder pane cioc,442,8.6,24.5,44.9,3.8,1 bucata = 30 g
Prajitura Macarons cu cocos,404,4,13,72,2,1 buc = 20 g
Prajitura Musuroi de cartita Dr. Oetker,191,4,7,28,0,
Prajitura Pufoasa Dukan,132.9,7,7.9,9,0,
Prajitura spuma de capsuni Poiana,425,4.4,22.5,51.5,0,1 buc = 38 g
Prajitura vegetariana cu cerale si cocos,346.9,10.9,19.8,38,8.3,1 prajitura = 40 g
Prajiturica Zgloby,362.4,6,10.8,58,5,1 buc = 50 g
Praline asortate Elegance Katy,464,5.2,20,64,2.4,1 bomboana = 10 g
Praline belgiene Fruits de mer,577,7,41,44,1,1 scoica =1 8 g
Praline capsuni I love Milka,570,6.3,38,50.5,0,1 bombona = 6 g
Praline cu nougat si migdale Favorina,550,9.4,34.8,47.1,0,1 punga = 150 g
Praline de ciocolata cu lapte Maitre Truffout,596,3.3,38,56,0,2 bucati = 25 g
Praline din ciocolata cu lapte si alune de padure intregi caramelizate Heidi,562,6.2,38.3,47.6,0,1 pralina = 9.5 g
Praline Many Thanks,560,2.8,36.4,56,2.8,"1 bomboana = 11,5 g"
Praline Primola Primoline Cappuccino,544.1,10.9,32.4,50.2,0,1 buc = 10 g
Praline Rocher,563,8.1,35,54,5.2,
Profiterol Pasticceria del Centro,295,4,18,26,1.8,2 bile= 70 g
Profiteroles cu crema de unt Carrefour,242,6,12,26,2,
Profiteroles with dark chocolate Duc De Coeur,288,3.9,11.3,39.8,0,1 bila = 75 g
Pufarine cacao Linia Velt,340,8.7,2,75.4,0,
Pufarine Farynel,383,6.5,1,87.6,4.1,
Pufuleti cu glazura de ciocolata Gusto,547,3.9,32.2,60.5,1.6,1 punga = 50 g
Rahat cu aroma de fructe Sultan,280,0.1,0,72,0,1 bucata = 22 g
Rahat cu cocos Sultan,391.5,3.6,9.2,80.5,0,
Rulada cacao Swess Roll,365,4,17,49,0,1 buc = 100 g
Rulada cu crema cacao si glazura de cacao Rollini D'Oro,401.5,5.5,15.5,60,0,1 buc = 180 g
Rulada feliata Siluette Arcada,143,3.7,0.7,29.7,0,1 felie=20 g
Rulouri napolitana invelite in ciocolata Lidl,531,5.9,29.4,59.6,2.2,1 rulou = 5 g
Salam de biscuiti cu stafide Dolce Diaco,406,4.8,11.6,68.2,0,
Sarailie cu nuca Lidl,416,5.7,14.3,66.1,0,1 sarailie = 21 g
Savarina Billa,278,3.5,8.7,44.6,0,
Selectie de praline Vanessa,464,5.1,20,64,0,1 cutie = 400 g
Selectie praline Melanie,464,5.1,20,64,0,1 cutie = 400 g
Sirop caramel Monin,100,0,0,24,0,
Sirop de capsuni St Mamet,74,0.3,0,17.5,0.8,
Smoothies sorbet cu piersici si maracuja Rios,112,0.7,0.1,25.3,3.4,80 gr/buc (cutia contine 3 bucati)
Soft Biscuit Orange,387,3.6,11.9,66.5,2.2,ca.38g unul
Sos caramel Dr. Oetker,318,2.4,4.1,60,0,1 tub = 200 g
Sponge cake double chocolate Kaufland,466,5,26,52,3,1 prajitura = 400 g
Sticks cu crema de cacao Biskrem,473,5.8,20.8,65.8,0,1 punga = 32 g
Strudel de vara Fricopan ,222,3.2,10,29.8,0,
Sufleu ciocolata KFC,538.8,6.8,29.8,61,0,1 buc = 80 g
Tableta de ciocolata 72% cacao Noir Degustation,549,8.7,41,30.7,11.3,1 buc = 5 g
Tarta cu fructe,276,3.2,9,47.2,0,
tarta cu prune Firenze Lidl ,224,2.9,7.1,35.9,2.6,
Tartina cu alune Tastino Lidl,449,3.7,22.1,58.3,1.1,1 prajitura = 35 g
Tiramisu Gildo Rachelli,263,4,11,33,0,1 cutie = 80 g
Tiramisu la cutie Delhaize,285,4.2,13.3,37.2,0,1 cutie = 100 g
Tiramisu piscoturilor Boromir,258,4.7,13.7,32.3,0,
Tort cu visine si blat de psyllium,288,4.4,19.1,28.3,8.3,
Tort de ciocolata Dr.Oetker,278,5.3,11.3,39.3,1.7,1 felie = 1200 g
Tort de inghetata Amalia Penny,212,2,8.7,29.1,0,
Tort de inghetata cu aroma de vanilie si cacao Ballino,157,1.6,6,24,0.3,1 cutie = 1000 g
Tort de inghetata Honore Sammota,230,4,9,31.3,0,
Tort de inghetata Profi,185.6,2,10.6,20.4,0.3,1 cutie = 1000 g
Tort diplomat de casa cu piersici si ananas,161,3,5.3,25.9,0.6,
Tort inghetata ciocolata. trufe si aroma de vanilie Unique,173,2,9,32,0.5,
Tort inghetata tiramisu Amicii,199.8,2.1,8.6,28.6,0,1 cutie = 500 g
Tort Mozart Coppenrath-Wiese,338,6.7,17.2,39.2,0,
Trufe albe si negre Tartufi,516,6.4,25.7,63.2,0,1 buc = 15 g
Trufe Maitre Truffout Fancy Truffles,614,4.9,47.2,40,0,1 buc = 9 g
Turta dulce Biscoteria,342,5,6.8,65.2,0,1 bucata = 15 g
Turta dulce cu gem Boromir,458,16.9,5.1,64.1,0,1 buc = 15 g
Turta dulce cu miere Boromir,365,5.6,4.6,75.3,0,
Turta dulce de Sibiu Boromir,345,4.6,0.8,79.9,0,1 punga = 400 g
Turta dulce Franzeluta,363.8,5.5,5.9,73.6,0,
Turta dulce glazurata Lambertz,362,6.1,7.6,67.4,0,
Turta dulce Gusturi Romanesti,385,4.5,0.2,87.5,2.8,1 punga = 200 g
Turta dulce Opey Lidl,363,6.7,2.7,78,2.5,6 buc = 10 g
Turta dulce Preferate Franzeluta,362.7,5.9,5.1,72.4,0,1 punga = 500 g
Vafa pentru inghetata cu oua Penny,469,8.1,25.8,50.1,0,
Wafe belgiene,438,5,22,55,0,1 buc = 90 g
Zahar brut melasa nerafinat Solaris,406,0,0,99.8,0,1 punga = 200 g
